program,sw_time
8845.c,67024.75547790527
8846.c,66198.30131530762
8847.c,65161.9553565979
8848.c,66901.71957015991
8849.c,65652.7042388916
8850.c,66654.70600128174
8851.c,68385.29109954834
8853.c,67755.8422088623
8854.c,66394.2813873291
8855.c,69205.641746521
8856.c,67645.94316482544
8857.c,68097.12648391724
8858.c,69452.34537124634
8859.c,66231.14347457886
8860.c,68170.66669464111
8861.c,68725.91972351074
8862.c,73754.76360321045
8863.c,78620.99409103394
8864.c,84141.12329483032
8865.c,73442.13724136353
8866.c,75955.56974411011
8867.c,71184.17024612427
8868.c,72487.74766921997
8869.c,72582.41176605225
8870.c,83723.00863265991
8871.c,73798.38228225708
8872.c,70134.84239578247
8873.c,74127.93636322021
8874.c,98690.72437286377
8875.c,71226.06039047241
8876.c,70769.56033706665
8877.c,69586.95650100708
8878.c,69167.10138320923
8879.c,70340.83604812622
8880.c,70903.57542037964
8881.c,70540.44008255005
8882.c,69276.51166915894
8883.c,71305.41801452637
8884.c,69194.20957565308
8885.c,70777.0586013794
8886.c,69593.35803985596
8887.c,69542.02651977539
8888.c,70509.68408584595
8889.c,70895.29037475586
8890.c,69337.8210067749
8891.c,112218.53494644165
8892.c,127661.72885894775
8893.c,127294.0993309021
8894.c,126960.22987365724
8895.c,126917.60063171387
8896.c,129135.57291030884
8898.c,126174.05652999878
8899.c,125083.5657119751
8900.c,126844.6683883667
8901.c,129428.02906036377
8902.c,128929.59117889404
8904.c,127424.20434951782
8906.c,127781.71300888062
8907.c,128331.86388015747
8908.c,123402.09484100342
8909.c,123341.08352661133
8910.c,127131.04486465454
8911.c,169858.75368118286
8912.c,128187.23917007446
8913.c,127091.03822708128
8914.c,126496.64878845215
8915.c,133290.39812088013
8916.c,127202.43930816649
8917.c,122295.16506195068
8918.c,122434.19885635376
8919.c,126870.7275390625
8920.c,123593.53303909302
8921.c,122037.39881515503
8922.c,121706.16388320923
8923.c,123519.49214935303
8924.c,121381.40201568604
8925.c,121131.5393447876
8926.c,121323.18019866943
8927.c,123786.23485565186
8928.c,94030.1775932312
8929.c,63971.25720977784
8930.c,64067.4352645874
8931.c,65786.1590385437
8932.c,71665.21549224854
8933.c,71655.84564208984
8934.c,68111.26470565796
8935.c,67051.83982849121
8936.c,68650.94900131226
8937.c,66598.0577468872
8938.c,71635.00785827637
8939.c,63611.042499542236
8940.c,67830.56259155273
8942.c,67634.0103149414
8943.c,67420.79257965088
8944.c,68990.6358718872
8945.c,66049.15857315063
8946.c,68038.09404373169
8947.c,66711.6641998291
8948.c,64632.18927383423
8949.c,66383.31413269043
8950.c,66510.71310043335
8951.c,68029.23679351807
8952.c,67713.463306427
8953.c,72798.19250106812
8954.c,66183.20941925049
8955.c,62589.58578109741
8956.c,69897.49670028687
8957.c,62670.767307281494
8958.c,65049.850940704346
8959.c,63228.59525680542
8960.c,65215.909481048584
8961.c,80640.06567001343
8963.c,64770.96080780029
8964.c,64683.34197998047
8965.c,65549.5285987854
8966.c,61716.15123748779
8967.c,67313.93337249756
8968.c,66323.08959960938
8969.c,69065.4993057251
8970.c,67155.30157089233
8971.c,67515.6831741333
8972.c,69639.3609046936
8973.c,68108.72554779053
8974.c,68503.6301612854
8975.c,62789.82162475585
8976.c,63555.62210083007
8977.c,60723.75774383545
8978.c,67469.58494186401
program,sw_time
8979.c,58715.67726135254
8980.c,71005.45167922974
8981.c,71364.62926864624
8982.c,63142.74072647094
8983.c,64077.019691467285
8984.c,67099.80964660645
8985.c,61405.372619628906
8986.c,62317.490577697754
8987.c,67453.25326919556
8988.c,68734.27629470825
8989.c,69229.98428344727
8990.c,65947.25847244263
8991.c,67619.52638626099
8992.c,61268.63956451416
8993.c,62569.76127624511
8994.c,66063.74979019165
8995.c,68167.74606704712
8996.c,66679.34656143188
8997.c,68669.02112960815
8998.c,68464.89906311035
8999.c,67361.98663711548
9000.c,63359.02214050293
9001.c,68194.48471069336
9002.c,69572.12686538696
9003.c,66960.12020111084
9004.c,69188.30871582031
9005.c,68462.6817703247
9006.c,68406.98719024658
9008.c,67920.75634002686
9009.c,68890.41662216187
9010.c,66734.92193222046
9011.c,67114.26973342896
9012.c,68960.53552627563
9013.c,66886.01970672607
9014.c,68274.56951141357
9015.c,66167.27113723755
9016.c,66593.67084503174
9017.c,69538.18798065186
9018.c,66518.40209960938
9019.c,66241.41931533813
9020.c,65566.17021560669
9021.c,64829.74290847778
9022.c,67155.05123138428
9023.c,82525.82550048828
9024.c,65875.23221969604
9025.c,63883.99600982667
9026.c,65455.55591583252
9027.c,68847.95427322388
9028.c,76346.67158126831
9029.c,69575.9654045105
9030.c,69343.80531311035
9031.c,68192.9349899292
9032.c,70323.70567321777
9033.c,68311.98930740356
9034.c,68541.13340377808
9035.c,71850.21638870239
9036.c,63280.60626983642
9037.c,71451.92623138428
9038.c,69438.46940994263
9039.c,67391.13330841064
9040.c,70254.69541549683
9041.c,66791.37945175171
9042.c,67402.70853042603
9043.c,67795.36008834839
9044.c,67471.03929519653
9045.c,66890.47813415527
9046.c,67106.09197616577
9048.c,68562.38842010498
9049.c,67422.97410964966
9051.c,66808.76016616821
9052.c,73852.52714157104
9053.c,67216.44401550293
9054.c,67864.33458328247
9055.c,70172.09529876709
9056.c,66622.29299545288
9057.c,72847.54514694214
9058.c,93816.88833236694
9059.c,67404.27017211914
9060.c,72740.31639099121
9061.c,67205.38139343262
9062.c,68531.90660476685
9063.c,67993.43824386597
9064.c,67022.26400375366
9066.c,64753.96156311035
9067.c,64351.28450393677
9068.c,64193.41564178467
9069.c,63834.28573608399
9070.c,62633.323669433594
9071.c,63063.621520996094
9072.c,64184.415340423584
9073.c,63953.43542099
9074.c,64658.987522125244
9075.c,63941.33567810059
9076.c,62920.84455490113
9077.c,62518.7873840332
9079.c,63478.11222076416
9080.c,64872.45559692383
9081.c,64029.32405471802
9082.c,65226.030349731445
9083.c,64641.82138442993
9084.c,64111.69767379761
9085.c,64399.69539642334
9086.c,64261.42454147339
9087.c,65424.84760284424
9088.c,62901.151180267334
9089.c,62798.76232147216
9090.c,63663.434982299805
9091.c,64874.374866485596
9092.c,63526.07011795045
9093.c,63602.86474227905
9094.c,64010.97774505615
9095.c,63487.684726715095
9096.c,64151.012897491455
9097.c,62683.91609191895
9098.c,64381.301403045654
9099.c,64640.867710113525
9100.c,65461.933612823486
9101.c,65693.52149963379
9102.c,63717.90170669556
9103.c,62804.2459487915
9104.c,63302.46925354004
9105.c,63960.31379699707
9106.c,65520.63226699829
9107.c,63767.56429672241
9108.c,64099.89595413208
9109.c,63884.71126556397
9110.c,63503.313064575195
9111.c,62863.42144012451
9112.c,62939.9299621582
9113.c,63276.755809783936
9114.c,63321.35200500488
9115.c,63353.52659225464
9116.c,63459.38444137573
9117.c,61311.84101104736
9118.c,62972.5694656372
9119.c,63880.36012649537
9120.c,63808.369636535645
9121.c,63583.25481414795
9122.c,63602.244853973396
9123.c,62583.6968421936
9124.c,63466.26281738281
9125.c,62963.89102935791
9126.c,63734.75790023804
9127.c,67731.27317428589
9128.c,63937.175273895264
9129.c,68274.6171951294
9130.c,81504.9409866333
9131.c,68575.72793960571
9132.c,64207.04126358032
9133.c,67711.4486694336
9134.c,74767.31538772583
9135.c,63943.52912902831
9136.c,62299.31116104126
9137.c,65131.31856918335
9138.c,74899.82843399048
9139.c,67840.1231765747
9140.c,63855.30233383179
9141.c,73849.27272796631
9142.c,73144.73390579224
9143.c,63394.22464370728
9144.c,73535.49003601074
9145.c,64112.34140396118
9146.c,63211.50064468384
9147.c,63119.07768249511
9148.c,62944.34070587158
9149.c,67277.72951126099
9150.c,62603.437900543206
9151.c,78322.82781600952
9152.c,63175.0226020813
9153.c,64201.76029205322
9154.c,61362.13541030884
9155.c,62153.19633483887
9156.c,63385.62965393066
9157.c,63472.6881980896
9159.c,69831.43091201782
9160.c,78047.95503616333
9161.c,62533.08057785034
9162.c,63149.63102340698
9163.c,62335.46733856201
9164.c,64333.09316635132
9165.c,61771.94118499756
9166.c,63867.151737213135
9167.c,63658.85734558105
9168.c,62647.11618423462
9169.c,65474.59363937378
9170.c,63685.82248687744
9171.c,63594.985008239746
9172.c,63879.632949829094
9173.c,63500.54740905761
9174.c,62701.8928527832
9175.c,63891.398906707764
9176.c,65208.73308181763
9177.c,67623.25763702393
9178.c,68469.17867660522
9179.c,62598.50263595582
9180.c,63408.62512588501
9181.c,62722.158432006836
9182.c,62652.8263092041
9183.c,64009.36841964722
9184.c,64242.33913421631
9185.c,63284.20639038086
9186.c,60767.388343811035
9187.c,68670.33243179321
9188.c,63678.61032485962
9189.c,63807.82127380372
9190.c,64300.48942565918
9191.c,64292.4427986145
9192.c,64479.98285293579
9194.c,63521.23022079467
9195.c,63857.05471038819
9196.c,64062.464237213135
9197.c,62465.87038040161
9198.c,64793.69401931763
9199.c,63340.00825881958
9200.c,64466.05920791626
9201.c,64108.46710205078
9202.c,63921.535015106194
9203.c,63487.31517791747
9204.c,54564.91708755493
9205.c,62944.82946395874
9206.c,63092.18406677246
9207.c,66606.65273666382
9208.c,64276.885986328125
9209.c,66422.49822616577
9210.c,62129.855155944824
9211.c,64560.2822303772
9212.c,69080.42430877686
9213.c,65205.19256591797
9214.c,62335.336208343506
9215.c,64866.018295288086
9216.c,64321.35105133057
9217.c,90642.88139343262
9218.c,63636.86323165893
9219.c,64038.86079788208
9220.c,63524.031639099114
9221.c,63632.03525543212
9222.c,63566.63703918457
9223.c,63579.261302948
9224.c,64799.17764663696
9225.c,64356.60123825073
9226.c,66358.76893997192
9227.c,63580.1911354065
9228.c,62165.88020324707
9229.c,63668.79940032959
9230.c,62525.54655075074
9231.c,63876.56927108765
9232.c,61287.43886947632
9233.c,62668.764591217034
9234.c,63916.015625
9235.c,64029.788970947266
9236.c,61490.23771286011
9237.c,63597.8102684021
9238.c,62784.27839279174
9239.c,63176.44119262695
9240.c,62727.65398025512
9241.c,63814.568519592285
9242.c,64350.67653656006
9244.c,62314.24808502197
9245.c,63046.65803909301
9246.c,63493.359088897705
9247.c,63574.790954589844
9248.c,64441.91932678223
9249.c,62796.33045196534
9250.c,63674.795627593994
9251.c,63227.498531341545
9252.c,62591.552734375
9253.c,63159.93070602417
9254.c,63372.65968322754
9255.c,61084.8069190979
9256.c,63737.98847198486
9257.c,64091.20559692383
9258.c,62848.38914871216
9259.c,62138.71240615845
9261.c,63545.76349258423
9262.c,63044.893741607666
9263.c,63306.1408996582
9265.c,64774.73974227905
9266.c,65310.89544296265
9267.c,62740.135192871094
9268.c,63005.352020263665
9269.c,63527.33373641968
9270.c,63534.82007980346
9271.c,65522.76611328125
9272.c,62921.63133621216
9273.c,91953.42063903809
9274.c,63243.43681335449
9275.c,63580.501079559326
9276.c,62167.8352355957
9277.c,64244.7829246521
9278.c,63196.81406021119
9279.c,63219.16580200196
9280.c,62618.50595474243
9281.c,63998.079299926765
9282.c,62443.44711303711
9283.c,62416.44620895386
9284.c,64034.23547744751
9285.c,61137.84313201904
9286.c,62493.836879730225
9287.c,63532.555103301995
9288.c,63318.169116973884
9289.c,63031.87608718871
9290.c,63682.818412780754
9292.c,63698.01759719848
9293.c,64792.20390319824
9294.c,62880.027294158936
9295.c,63463.10377120972
9296.c,63543.808460235596
9297.c,62450.95729827881
9298.c,63543.02167892456
9299.c,62213.56391906738
9300.c,63397.19295501708
9301.c,62617.30194091797
9302.c,63609.31396484375
9303.c,66917.76514053345
9304.c,64066.80345535278
9305.c,66095.60251235962
9306.c,65982.68747329712
9307.c,67616.93954467773
9308.c,68438.63725662231
9309.c,68546.43821716309
9310.c,64170.3724861145
9311.c,63730.645179748535
9312.c,64607.60831832886
9313.c,63640.713691711426
9314.c,63460.17122268677
9315.c,61525.893211364746
9316.c,63055.03845214844
9317.c,60994.61317062378
9318.c,62078.46403121948
9319.c,63261.84272766114
9320.c,63384.246826171875
9321.c,62613.165378570564
9322.c,63818.836212158196
9323.c,63480.38911819458
9324.c,63952.00490951539
9325.c,62923.52676391602
9326.c,65442.21639633179
9327.c,63928.85446548462
9329.c,66468.7991142273
9330.c,63498.69966506957
9331.c,66181.87427520752
9332.c,63469.5053100586
9333.c,64933.77685546875
9334.c,90361.6189956665
9335.c,65263.27133178711
9336.c,63421.988487243645
9337.c,63924.52716827393
9339.c,63815.04535675049
9340.c,63605.999946594246
9341.c,64261.4483833313
9342.c,62930.96542358398
9343.c,63215.744495391846
9344.c,63342.8692817688
9345.c,63139.498233795166
9346.c,63746.59538269042
9347.c,63720.9415435791
9348.c,63348.424434661865
9349.c,62339.162826538086
9350.c,63062.08372116089
9351.c,62699.735164642334
9352.c,65932.83414840698
9353.c,63666.915893554695
9354.c,62672.555446624756
9355.c,63077.71205902099
9356.c,62930.46474456787
9357.c,63666.68939590454
9358.c,63952.946662902825
9359.c,65876.97267532349
9360.c,63291.45431518554
9362.c,63871.359825134285
9363.c,64581.191539764404
9364.c,64068.57967376709
9365.c,62964.797019958496
9366.c,63178.36046218872
9367.c,63045.310974121094
9368.c,63431.48946762085
9369.c,63845.05033493042
9370.c,63102.76985168457
9371.c,80052.73342132568
9372.c,62507.54594802857
9373.c,63071.441650390625
9374.c,63016.366958618164
9375.c,63800.692558288574
9376.c,63629.281520843506
9377.c,66182.83987045288
9378.c,63701.415061950676
9379.c,64014.78052139282
9380.c,63254.69017028809
9381.c,61615.55051803589
9383.c,63123.83413314819
9384.c,63682.4607849121
9385.c,63431.68020248413
9386.c,63278.72276306152
9387.c,63023.221492767334
9388.c,65794.74210739136
9389.c,63753.34262847901
9390.c,63034.939765930176
9391.c,63605.618476867676
9393.c,63155.4365158081
9394.c,61484.05075073242
9395.c,63520.03812789916
9396.c,61820.2805519104
9397.c,77174.28207397461
9398.c,65360.34345626831
9399.c,62524.23524856568
9400.c,63885.11657714843
9401.c,62454.378604888916
9402.c,63430.392742156975
9403.c,63212.91923522949
9404.c,63697.85070419312
9405.c,63478.171825408936
9406.c,63077.497482299805
9407.c,65446.341037750244
9408.c,62215.614318847656
9409.c,62442.44575500488
9410.c,63693.26114654542
9411.c,64596.86756134033
9412.c,63996.10042572021
9413.c,63229.10785675048
9414.c,64168.4889793396
9415.c,63178.098201751716
9416.c,62452.661991119385
9417.c,63961.30323410035
9418.c,63255.94186782838
9419.c,63880.777359008796
9420.c,63314.23521041871
9421.c,64113.34276199341
9422.c,63063.06123733521
9423.c,64011.76452636719
9424.c,63309.90791320801
9425.c,64071.6552734375
9426.c,63499.25994873047
9427.c,63785.755634307854
9428.c,64101.54104232788
9429.c,64003.562927246094
9430.c,63326.60913467407
9431.c,65077.25715637207
9432.c,63397.62210845948
9433.c,64368.93939971924
9434.c,64087.89157867432
9435.c,64424.64590072632
9436.c,64191.627502441406
9437.c,63899.36208724975
9438.c,64055.001735687256
9439.c,63101.05323791504
9440.c,64375.73432922363
9441.c,64002.0489692688
9442.c,63006.29377365112
9443.c,63638.74673843384
9444.c,65255.749225616455
9445.c,65915.10772705078
9446.c,64042.25826263428
9447.c,64502.668380737305
9448.c,64270.56789398193
9449.c,63438.12942504883
9450.c,63014.5788192749
9451.c,65061.49768829346
9452.c,54911.22007369995
9453.c,63673.73466491699
9454.c,63853.895664215095
9455.c,63460.791110992424
9456.c,63030.040264129646
9457.c,64457.8218460083
9458.c,64815.98615646362
9459.c,63918.399810791016
9460.c,63535.11810302734
9461.c,63916.20635986328
9462.c,63127.422332763665
9463.c,64386.51084899902
9464.c,63666.82052612305
9465.c,64378.321170806885
9466.c,64814.54372406006
9468.c,64065.52791595459
9469.c,63976.25207901
9470.c,63460.7195854187
9471.c,61785.805225372314
9472.c,63301.86128616333
9473.c,63722.896575927734
9474.c,62416.24355316162
9475.c,64156.341552734375
9476.c,64920.30620574951
9477.c,63020.622730255134
9478.c,68502.04467773438
9479.c,62319.57674026489
9480.c,63413.54846954346
9481.c,62118.75677108765
9483.c,63368.36814880371
9484.c,66262.87698745728
9485.c,63189.66150283814
9486.c,63878.214359283455
9487.c,63617.56324768067
9489.c,63984.93051528931
9490.c,64219.99931335449
9491.c,63853.87182235718
9492.c,63297.00946807862
9493.c,64154.38652038574
9494.c,63933.002948760986
9495.c,61171.40054702759
9496.c,91285.1095199585
9497.c,63743.40057373047
9498.c,63903.915882110596
9499.c,63394.53458786011
9500.c,63253.40270996094
9501.c,62677.95562744141
9502.c,65105.140209198
9503.c,63289.26086425782
9504.c,62240.493297576904
9505.c,63196.325302124016
9506.c,63225.65078735351
9507.c,62195.38450241089
9508.c,64671.15879058838
9509.c,64620.1491355896
9510.c,63704.121112823486
9511.c,63548.54106903077
9512.c,61369.4429397583
9513.c,63895.7142829895
9514.c,62838.11330795289
9515.c,63134.849071502686
9516.c,64646.291732788086
9517.c,64514.076709747314
9519.c,63410.25829315186
9520.c,63705.21783828735
9521.c,66193.9024925232
9522.c,63208.71114730835
9523.c,63593.053817749016
9524.c,64538.443088531494
9525.c,63367.00916290283
9526.c,64260.804653167725
9527.c,63136.57760620117
9528.c,63484.91907119751
9529.c,62519.395351409905
9530.c,63625.37145614625
9531.c,63481.65273666381
9532.c,63579.118251800544
9533.c,62522.30405807495
9534.c,62929.01039123536
9535.c,62721.99153900146
9536.c,63284.51633453369
9537.c,63191.05625152588
9538.c,64970.07608413696
9539.c,62970.88861465454
9540.c,62948.73952865601
9541.c,61320.54328918457
9542.c,63811.099529266365
9543.c,62159.99126434326
9544.c,62862.65850067138
9545.c,63478.243350982666
9546.c,62465.23857116699
9547.c,61977.219581604004
9548.c,62460.93511581421
9549.c,63602.5309562683
9550.c,62808.10832977295
9551.c,62791.478633880615
9552.c,74085.81972122192
9553.c,62999.04584884644
9554.c,61898.61297607422
9555.c,61713.65976333618
9556.c,61846.840381622314
9557.c,64934.15832519531
9558.c,63840.47269821166
9559.c,61936.90299987793
9560.c,66199.27883148193
9561.c,63541.615009307854
9562.c,64289.40296173096
9563.c,63740.20576477051
9564.c,63029.06274795532
9565.c,64615.607261657715
9566.c,63850.82006454468
9567.c,65088.605880737305
9568.c,62321.87747955322
9569.c,62665.47441482544
9570.c,63885.462284088135
9571.c,63195.4550743103
9572.c,63120.26977539062
9573.c,63320.3387260437
9574.c,63694.5366859436
9575.c,63934.838771820076
9576.c,64589.571952819824
9577.c,63484.7640991211
9578.c,62751.054763793945
9579.c,62759.93585586548
9580.c,64947.78394699097
9581.c,61986.517906188965
9582.c,67182.01637268066
9583.c,64813.66157531738
9584.c,59556.01930618286
9585.c,61337.387561798096
9586.c,62232.94734954834
9587.c,61156.17752075195
9588.c,60870.933532714844
9589.c,61063.265800476074
9590.c,61479.40158843994
9591.c,60886.46650314331
9592.c,60361.00387573242
9593.c,60887.610912323
9594.c,61646.8071937561
9595.c,61706.554889678955
9596.c,60359.50183868408
9597.c,59897.518157958984
9598.c,61226.701736450195
9599.c,60384.72652435303
9600.c,61362.68377304077
9601.c,62085.46161651611
9602.c,60049.53384399414
9603.c,62025.511264801025
9604.c,62454.15210723877
9606.c,62394.8335647583
9607.c,60051.47695541382
9608.c,62730.371952056885
9609.c,61900.54416656494
9611.c,61268.29385757446
9612.c,61810.410022735596
9613.c,217281.4965248108
9614.c,67469.2153930664
9615.c,60120.534896850586
9616.c,536165.9407615662
9617.c,61575.03128051758
9618.c,61383.56924057007
9619.c,61216.34244918823
9620.c,66644.84739303589
9621.c,61538.732051849365
9622.c,60749.55463409424
9623.c,66985.96477508545
9624.c,67814.07594680786
9625.c,62252.628803253174
9627.c,63830.63793182372
9628.c,72403.81240844727
9629.c,71736.14501953125
9630.c,63737.22553253174
9631.c,61963.61780166626
9632.c,60982.06043243408
9633.c,61363.02947998047
9634.c,60730.26657104492
9635.c,61025.05922317505
9636.c,60608.45851898193
9637.c,58648.21672439575
9638.c,60931.95676803589
9639.c,82200.94442367554
9640.c,77435.24312973022
9641.c,61007.35664367676
9642.c,61573.994159698486
9643.c,60427.49881744385
9644.c,61520.0400352478
9645.c,60869.789123535156
9646.c,116542654.60968018
9647.c,70518.08834075928
9648.c,67672.68180847168
9649.c,66511.96479797363
9650.c,67309.59415435791
9651.c,67472.36251831055
9652.c,67056.56051635742
9653.c,70099.21073913574
9654.c,1264329.206943512
9655.c,1098735.0463867188
9656.c,234468.71042251587
9657.c,174442.8038597107
9658.c,122477.85329818726
9660.c,89899.62339401245
9661.c,111782.13357925415
9662.c,79752.89821624756
9663.c,72606.7066192627
9664.c,70314.37158584595
9665.c,66545.47452926636
9667.c,68470.46613693237
9668.c,66574.77617263794
9669.c,69443.53580474854
9670.c,81403.13625335693
9671.c,85707.18765258789
9672.c,88862.90788650513
9673.c,88632.32135772705
9675.c,92140.34080505371
9676.c,89863.45529556274
9677.c,85500.29993057251
9678.c,81955.21831512451
9679.c,116835.31999588013
9681.c,71719.63453292847
9682.c,71272.75466918945
9683.c,71309.57841873169
9685.c,71473.5746383667
9686.c,70910.33458709717
9687.c,71176.15938186646
9688.c,71106.6722869873
9689.c,81611.71674728394
9690.c,76571.786403656
9691.c,75955.11674880981
9692.c,78441.40529632568
9693.c,100120.15104293823
9694.c,88760.51902770996
9695.c,96264.49346542358
9696.c,93911.99350357056
9697.c,90448.08149337769
9698.c,70116.90139770508
9699.c,87251.96123123169
9700.c,95045.37582397461
9702.c,97635.56718826294
9703.c,102177.91795730591
9704.c,102321.05255126953
9705.c,104665.207862854
9706.c,109620.22542953491
9707.c,110434.889793396
9708.c,110905.73072433472
9709.c,113838.91105651855
9710.c,112216.055393219
9711.c,110627.81810760498
9713.c,109150.11167526245
9714.c,105621.67167663574
9715.c,102075.31452178955
9716.c,89090.40689468384
9717.c,98935.60409545898
9718.c,97757.97128677368
9719.c,95414.94846343994
9720.c,93237.28084564209
9721.c,101042.68789291382
9722.c,98562.76512145996
9723.c,97641.99256896973
9724.c,95566.12968444824
9725.c,95732.27167129517
9726.c,97709.73920822144
9727.c,96818.20869445801
9728.c,99147.37939834595
9729.c,100636.42263412476
9730.c,99146.30651473999
9731.c,104428.88736724854
9732.c,102298.95114898682
9733.c,101706.37369155884
9734.c,104336.53593063354
9735.c,104893.1360244751
9736.c,104937.72029876709
9737.c,105348.36053848267
9738.c,105573.65417480469
9739.c,108259.15336608887
9740.c,106038.20085525513
9741.c,108037.18566894531
9742.c,102447.14021682739
9743.c,101897.83573150635
9744.c,99893.60570907593
9745.c,98352.88524627686
9746.c,97317.21878051758
9747.c,98909.0085029602
9748.c,98739.13526535034
9749.c,98625.70762634277
9750.c,99470.06702423096
9751.c,96399.08075332642
9752.c,95270.93172073364
9753.c,96223.89078140259
9754.c,95245.09906768799
9755.c,95369.72045898438
9757.c,95589.12515640259
9758.c,98599.94649887085
9759.c,98412.43028640747
9760.c,100639.36710357666
9761.c,102086.75861358643
9762.c,103258.90779495239
9763.c,103022.78995513916
9764.c,109716.96376800537
9765.c,107411.45610809326
9766.c,105808.98523330688
9767.c,107825.45804977417
9768.c,107640.56444168091
9769.c,109007.52544403076
9770.c,106661.80849075317
9771.c,101665.3299331665
9772.c,102371.78802490234
9773.c,104488.59930038452
9774.c,100885.52236557007
9775.c,103137.64810562134
9776.c,98417.46091842651
9777.c,95931.16044998169
9778.c,97096.0021018982
9779.c,94497.95484542847
9780.c,96172.90496826172
9781.c,96930.53960800171
9782.c,92908.33473205566
9783.c,98546.0638999939
9784.c,100918.1022644043
9785.c,101090.91997146606
9786.c,104803.02572250366
9787.c,102488.36278915405
9788.c,103827.8579711914
9789.c,105714.07079696655
9790.c,111995.26786804199
9791.c,108693.95732879639
9792.c,109011.41166687012
9793.c,105565.75059890747
9794.c,105428.15923690796
9795.c,106608.28351974487
9796.c,100795.35245895386
9797.c,102671.98085784912
9798.c,99728.09553146362
9799.c,102788.22183609009
9800.c,98826.25341415405
9802.c,99343.70517730713
9803.c,101390.49291610718
9804.c,101646.59023284912
9805.c,100325.16717910767
9806.c,97082.12614059448
9807.c,100396.46625518799
9808.c,102481.68706893921
9809.c,99218.38045120239
9810.c,96873.2237815857
9812.c,96777.93979644775
9814.c,98472.07069396973
9815.c,100343.88303756714
9816.c,98733.78276824951
9817.c,98580.32464981079
9818.c,100627.24351882935
9819.c,100254.98867034912
9820.c,112225.83055496216
9821.c,99553.37047576904
9822.c,103038.9666557312
9823.c,104490.4351234436
9824.c,101588.04655075073
9825.c,102241.51611328125
9826.c,102685.84489822388
9827.c,96992.11120605469
9828.c,102128.87525558472
9829.c,98908.09059143066
9830.c,102871.53720855713
9831.c,97513.1630897522
9832.c,104460.8473777771
9833.c,101218.04475784302
9834.c,105705.30891418457
9836.c,100437.04509735107
9837.c,105375.27799606323
9838.c,102407.05013275146
9839.c,101456.76136016846
9840.c,98437.54768371582
9841.c,107267.22478866577
9842.c,97648.62060546875
9843.c,98304.89158630371
9844.c,98755.55038452148
9845.c,92778.06282043457
9846.c,100652.05097198486
9847.c,94925.20093917847
9848.c,101257.25269317627
9849.c,96906.96001052856
9850.c,100670.07541656494
9851.c,98882.65132904053
9852.c,98980.89170455933
9853.c,99436.15198135376
9854.c,116374.01580810547
9855.c,100358.84380340576
9856.c,94885.99300384521
9857.c,99345.7555770874
9858.c,93804.57401275635
9859.c,98537.48083114624
9860.c,94728.57713699341
9861.c,99028.42044830322
9862.c,98359.07220840454
9863.c,98974.31135177612
9865.c,98156.14223480225
9866.c,103923.29692840576
9867.c,98913.86032104492
9868.c,96402.58550643921
9869.c,102381.80160522461
9870.c,100528.94353866577
9871.c,102511.93046569824
9872.c,97979.79593276978
9873.c,101826.19094848633
9874.c,102900.07591247559
9875.c,97257.28034973145
9876.c,102438.8313293457
9877.c,102439.9995803833
9879.c,102008.67652893066
9880.c,103481.37617111206
9881.c,106104.56466674805
9882.c,104055.28545379639
9883.c,103843.39094161987
9884.c,104385.23292541504
9885.c,105328.8459777832
9886.c,106240.61822891235
9887.c,100449.20444488525
9888.c,98899.18565750122
9889.c,101158.16593170166
9890.c,100290.59648513794
9891.c,98624.30095672607
9892.c,100529.18195724487
9893.c,98446.61951065063
9894.c,98402.85778045654
9895.c,98380.19609451294
9896.c,101102.65016555786
9897.c,100439.52465057373
9898.c,102564.71633911133
9900.c,98540.7829284668
9901.c,99957.7283859253
9902.c,103098.05870056152
9903.c,102531.56423568726
9904.c,104522.16863632202
9905.c,103600.88348388672
9906.c,101922.79815673828
9907.c,103177.85739898682
9908.c,106628.82328033447
9909.c,102330.23166656494
9910.c,103815.26947021484
9911.c,103053.90357971191
9912.c,102901.08919143677
9913.c,102341.24660491943
9914.c,101754.79650497437
9915.c,101933.4077835083
9916.c,103572.80969619751
9917.c,97708.20140838623
9918.c,103127.13384628296
9919.c,102207.94677734375
9920.c,101748.3115196228
9921.c,102144.53935623169
9922.c,99590.67106246948
9923.c,98684.94272232056
9924.c,97271.91925048828
9925.c,97209.1794013977
9926.c,107106.80484771729
9927.c,101846.82607650757
9928.c,101913.3448600769
9929.c,98550.22430419922
9930.c,100999.73678588867
9931.c,98635.78081130981
9932.c,98642.80223846436
9933.c,102334.45167541504
9934.c,103804.09955978394
9935.c,102145.254611969
9936.c,105993.3066368103
9937.c,104857.67126083374
9938.c,100243.99757385254
9939.c,102221.14324569702
9940.c,104219.8896408081
9941.c,103565.65713882446
9942.c,104614.47238922119
9943.c,101977.1933555603
9944.c,104147.77994155884
9945.c,103805.38702011108
9946.c,104737.50829696655
9947.c,105229.03203964233
9948.c,102183.62808227539
9949.c,104470.7179069519
9950.c,102559.08966064453
9951.c,105756.75964355469
9952.c,102155.2324295044
9953.c,104938.76934051514
9954.c,102951.1570930481
9955.c,104004.22811508179
9956.c,102140.37895202637
9957.c,102424.08514022827
9958.c,105912.3158454895
9959.c,101764.24980163574
9960.c,104889.90545272827
9961.c,103495.13292312622
9963.c,99661.66019439697
9964.c,101933.78925323486
9965.c,99943.64976882935
