program,sw_time
4003.c,69520.25890350342
4004.c,69451.22480392456
4005.c,64427.84070968628
4006.c,82174.2057800293
4007.c,67964.06507492065
4008.c,62581.31265640259
4009.c,62136.709690093994
4010.c,62400.805950164795
4011.c,67139.82820510864
4012.c,66287.79172897339
4013.c,94280.00450134277
4014.c,76850.0566482544
4015.c,75480.96179962158
4016.c,71337.55683898926
4017.c,69647.27640151978
4018.c,66406.81028366089
4019.c,67657.68527984619
4020.c,66050.75597763062
4021.c,101690.94800949097
4022.c,73961.05527877808
4024.c,69559.4310760498
4025.c,72129.41646575928
4027.c,70397.46046066284
4028.c,70698.38047027588
4029.c,99126.89924240112
4030.c,74799.82376098633
4031.c,68815.05250930786
4032.c,68467.7004814148
4033.c,69781.12459182739
4034.c,68244.49300765991
4035.c,69933.2594871521
4036.c,68256.97422027588
4037.c,83060.92023849487
4038.c,69996.7622756958
4039.c,68453.99141311646
4040.c,68592.05961227417
4041.c,68183.52937698364
4042.c,68595.86238861084
4043.c,67674.56531524658
4044.c,72079.51545715332
4045.c,70883.94165039062
4046.c,110883.58163833618
4047.c,67588.4485244751
4048.c,97849.94125366211
4049.c,68931.71072006226
4050.c,70518.6128616333
4051.c,73286.59296035767
4052.c,67143.28527450562
4053.c,67888.9513015747
4054.c,66402.49490737915
4055.c,71862.6618385315
4056.c,72578.7878036499
4057.c,69950.56867599487
4058.c,67915.61841964722
4059.c,67465.50798416138
4060.c,67858.13570022583
4061.c,70032.96613693237
4062.c,76882.70807266235
4063.c,69294.36922073364
4064.c,71146.81005477905
4065.c,72314.20278549194
4066.c,67789.22080993652
4067.c,70567.97742843628
4068.c,71411.66925430298
4069.c,114997.13659286499
4070.c,70717.40627288818
4071.c,72512.60280609131
4072.c,70711.52925491333
4073.c,65404.33168411255
4074.c,67578.22036743164
4075.c,70359.0989112854
4077.c,69132.93600082397
4078.c,68460.54792404175
4079.c,71796.41723632812
4080.c,66969.34700012207
4081.c,66136.82508468628
4082.c,67869.93741989136
4083.c,64237.47539520264
4084.c,63554.35848236084
4085.c,79298.19822311401
4086.c,66138.12446594238
4087.c,61831.96306228638
4088.c,64162.75501251221
4089.c,66755.30672073364
4090.c,68380.48696517944
4091.c,64086.60411834717
4092.c,82968.58072280884
4093.c,67768.65720748901
4094.c,72161.03076934814
4095.c,66892.0636177063
4096.c,66706.58588409424
4097.c,69486.08160018921
4098.c,66200.45900344849
4099.c,66500.0319480896
4100.c,68388.27133178711
4102.c,73177.19459533691
4103.c,167672.66988754272
4104.c,64912.78409957886
4105.c,64938.7001991272
4106.c,63968.1339263916
4107.c,64628.38649749756
4108.c,77067.95930862427
4109.c,65826.5471458435
4110.c,67818.00985336304
4111.c,67179.77523803711
4112.c,68112.73097991943
4113.c,69012.61806488037
4114.c,68303.5135269165
4115.c,105552.16073989868
4116.c,69222.05686569214
4117.c,82188.1651878357
4118.c,68582.33213424683
4120.c,72121.32215499878
4121.c,68996.4771270752
4122.c,84056.24628067017
4123.c,70727.59866714478
4124.c,67518.42498779297
4125.c,67878.11517715454
4126.c,111140.65647125244
4127.c,66620.92208862305
4128.c,67748.26049804688
4129.c,72713.89961242676
4130.c,69949.17392730713
4131.c,77178.08485031128
4132.c,69800.71067810059
4133.c,66727.68592834473
4134.c,70206.0341835022
4135.c,68791.59212112427
4136.c,71922.54066467285
4137.c,70481.5149307251
4138.c,72036.00406646729
4139.c,69439.66150283813
4140.c,72403.32365036011
4141.c,70534.77764129639
4142.c,68426.00107192993
4143.c,74828.1478881836
4144.c,72152.50730514526
4145.c,84070.67060470581
4146.c,78536.70120239258
4147.c,69137.5732421875
4148.c,69581.9616317749
4149.c,71521.41332626343
4150.c,74488.9497756958
4151.c,68712.61596679688
4152.c,69307.85179138184
4153.c,69140.625
4154.c,68005.6095123291
4155.c,69021.7137336731
4157.c,68445.6467628479
4158.c,70377.14719772339
4159.c,71810.13822555542
4160.c,73164.77298736572
4161.c,69460.42776107788
4162.c,71443.27163696289
4163.c,67898.6668586731
4164.c,68459.41543579102
4165.c,75032.11498260498
4166.c,67486.92989349365
4167.c,70264.48249816895
4168.c,74435.71090698242
4169.c,82986.96279525757
4170.c,77988.64841461182
4171.c,72053.13444137573
4172.c,80218.13631057739
4173.c,71265.02990722656
4174.c,71740.16237258911
4176.c,65903.15103530884
4177.c,71000.77867507935
4178.c,70491.67156219482
4179.c,70972.32341766357
4180.c,75320.48225402832
4181.c,70686.53106689453
4182.c,71145.54643630981
4183.c,76674.05605316162
4184.c,80119.63367462158
4185.c,74211.97891235352
4186.c,69009.530544281
4187.c,71718.74046325684
4188.c,70223.6533164978
4189.c,69687.59298324585
4191.c,70547.19924926758
4192.c,66869.75955963135
4193.c,67460.6442451477
4194.c,70077.50272750854
4195.c,72801.00584030151
4196.c,70120.90682983398
4197.c,71261.96622848511
4198.c,71573.1143951416
4199.c,65651.48830413818
4200.c,65590.14320373535
4201.c,63378.822803497314
4202.c,66901.87454223633
4203.c,63673.651218414314
4204.c,63522.160053253174
4205.c,64440.858364105225
4206.c,65769.32668685913
4207.c,64918.85185241699
4208.c,65153.20539474487
4209.c,67153.35845947266
4210.c,70307.6958656311
4211.c,68416.38088226318
4212.c,68848.81258010864
4213.c,75568.13955307007
4214.c,70882.95221328735
4215.c,72880.31578063965
4216.c,77607.82241821289
4217.c,84748.375415802
4218.c,71763.71812820435
4219.c,72701.9190788269
4220.c,69849.2169380188
4221.c,66935.67037582397
4222.c,77844.38133239746
4223.c,67285.8476638794
4224.c,64723.51551055908
4225.c,65796.74482345581
4226.c,64186.23924255371
4227.c,65631.74724578857
4228.c,60592.36526489258
4229.c,63016.71266555786
4230.c,62110.99624633789
4231.c,67282.72438049316
4232.c,64499.42588806152
4233.c,64520.955085754395
4234.c,63419.532775878906
4235.c,63828.92131805421
4236.c,63640.9878730774
4237.c,67295.57514190674
4238.c,63638.11492919921
4239.c,66754.93717193604
4240.c,108422.3985671997
4241.c,63540.39907455444
4242.c,64864.957332611084
4244.c,75372.30253219604
4245.c,69606.92405700684
4246.c,72474.0982055664
4247.c,69503.29542160034
4248.c,69432.58047103882
4249.c,70164.59703445435
4250.c,67645.33519744873
4251.c,77295.08876800537
4252.c,72402.67992019653
4254.c,69413.72156143188
4255.c,81949.3055343628
4256.c,71483.11138153076
4257.c,70320.725440979
4258.c,69565.65380096436
4259.c,72117.6028251648
4260.c,69546.11539840698
4261.c,69736.01579666138
4262.c,72869.0505027771
4263.c,68043.8756942749
4264.c,70673.39420318604
4265.c,69169.35443878174
4266.c,70751.52397155762
4267.c,69598.54364395142
4268.c,70116.41263961792
4269.c,71719.5987701416
4270.c,74684.22651290894
4271.c,74185.0733757019
4273.c,75431.52570724487
4275.c,91861.79637908936
4276.c,97393.17893981934
4277.c,88438.57049942017
4278.c,72969.07901763916
4279.c,71582.6153755188
4280.c,70628.59535217285
4281.c,70070.1355934143
4282.c,72242.24805831909
4283.c,74273.31209182739
4284.c,75824.43952560425
4285.c,71094.53678131104
4286.c,68394.60134506226
4287.c,74665.93980789185
4288.c,69671.55933380127
4289.c,64230.263233184814
4290.c,72907.14979171753
4291.c,70508.07476043701
4292.c,69523.00071716309
4293.c,71377.70652770996
4294.c,69087.13579177856
4295.c,68932.73591995239
4296.c,68072.7481842041
4297.c,65356.70757293701
4298.c,74711.54928207397
4299.c,69807.12413787842
4300.c,69198.31037521362
4301.c,67228.07884216309
4302.c,68236.39869689941
4303.c,66666.1262512207
4304.c,73034.09576416016
4305.c,70102.96583175659
4306.c,68510.60390472412
4307.c,69437.2296333313
4308.c,66533.86354446411
4309.c,65138.447284698486
4310.c,67412.5075340271
4311.c,70005.14268875122
4312.c,70156.95571899414
4313.c,74719.02370452881
4314.c,72030.85422515869
4315.c,73547.61362075806
4316.c,67805.63592910767
4318.c,68808.2218170166
4319.c,70113.4443283081
4320.c,72546.30327224731
4321.c,75745.91636657715
4322.c,68186.36655807495
4323.c,68533.57553482056
4324.c,71454.47731018066
4325.c,68874.80020523071
4326.c,68241.54853820801
4327.c,68345.046043396
4328.c,72469.35367584229
4329.c,68059.3490600586
4330.c,68637.58563995361
4331.c,67533.54072570801
4332.c,71454.95414733887
4333.c,75830.6622505188
4334.c,78757.44104385376
4335.c,66872.44176864624
4336.c,64641.8571472168
4338.c,67668.67637634277
4339.c,67948.12679290771
4340.c,68364.50099945068
4341.c,66163.39683532715
4342.c,69319.92769241333
4343.c,67426.57423019409
4344.c,69127.20203399658
4345.c,66587.29314804077
4346.c,68012.38059997559
4347.c,68136.95430755615
4348.c,74417.2215461731
4349.c,78370.52345275879
4350.c,81866.16897583008
4351.c,71018.61238479614
4352.c,75044.4769859314
4353.c,71038.77067565918
4354.c,70649.93381500244
4355.c,80760.13326644897
4356.c,70004.24861907959
4357.c,75026.78632736206
4358.c,69326.48420333862
4359.c,70228.12366485596
4360.c,69891.16668701172
4361.c,68886.66152954102
4362.c,70795.98903656006
4363.c,70318.23396682739
4364.c,77763.12828063965
4365.c,80208.6591720581
4366.c,89069.17572021484
4367.c,73607.00368881226
4368.c,77506.82830810547
4369.c,91909.98077392578
4370.c,79155.0874710083
4371.c,74136.3525390625
4372.c,76333.18901062012
4373.c,72928.27367782593
4374.c,71847.403049469
4375.c,71008.26501846313
4376.c,72678.1964302063
4377.c,72365.35549163818
4378.c,70408.94031524658
4379.c,71927.8335571289
4380.c,71449.79238510132
4381.c,70832.9439163208
4382.c,71641.68357849121
4383.c,72634.7804069519
4384.c,70973.9089012146
4385.c,69303.46488952637
4386.c,72717.55933761597
4387.c,68420.10021209717
4388.c,69275.99906921387
4390.c,68792.70076751709
4391.c,68724.26271438599
4392.c,69489.31217193604
4393.c,71270.751953125
4394.c,69337.9282951355
4395.c,69150.86507797241
4396.c,67833.45937728882
4397.c,68564.27192687988
4398.c,67569.36311721802
4399.c,88414.38293457031
4400.c,71278.6316871643
4401.c,67899.41787719727
4402.c,68269.64616775513
4403.c,69010.03122329712
4404.c,68874.71675872803
4405.c,68666.89920425415
4406.c,69887.65001296997
4407.c,70526.09920501709
4408.c,70112.94364929199
4409.c,68107.56921768188
4410.c,69124.35293197632
4411.c,68269.69385147095
4412.c,69289.48163986206
4413.c,75403.0704498291
4414.c,79480.54075241089
4415.c,72626.78146362305
4416.c,69852.84090042114
4417.c,65586.63845062256
4418.c,68262.1955871582
4419.c,96817.946434021
4420.c,71776.19934082031
4421.c,66223.77634048462
4422.c,68960.24942398071
4423.c,68400.18033981323
4424.c,65059.42344665527
4425.c,64884.0069770813
4427.c,62890.756130218506
4428.c,63024.15132522583
4429.c,69746.25587463379
4430.c,68903.10049057007
4431.c,69314.55135345459
4432.c,67654.97922897339
4433.c,72989.3445968628
4434.c,73217.02241897583
4435.c,75960.3500366211
4436.c,80462.55111694336
4437.c,71616.36352539062
4438.c,70939.83888626099
4439.c,70325.88720321655
4440.c,71160.69793701172
4441.c,70459.71155166626
4442.c,68956.95924758911
4443.c,71551.93090438843
4444.c,69475.47197341919
4445.c,69824.26643371582
4446.c,68980.78918457031
4447.c,70161.7956161499
4448.c,74368.95370483398
4449.c,75076.75886154175
4450.c,82821.11883163452
4451.c,71306.69355392456
4452.c,85868.87121200562
4453.c,85926.02014541626
4454.c,83539.37864303589
4455.c,64704.26321029663
4457.c,86411.44037246704
4458.c,70730.81731796265
4459.c,69150.14982223511
4460.c,69414.8302078247
4461.c,70790.81535339355
4462.c,65473.52075576782
4463.c,64414.69192504883
4464.c,74241.96004867554
4465.c,74015.05708694458
4466.c,72785.86626052856
4468.c,69872.5938796997
4469.c,72638.29708099365
4470.c,76383.68606567383
4471.c,70903.30123901367
4472.c,69570.32680511475
4473.c,67726.75514221191
4474.c,71644.15121078491
4475.c,68205.726146698
4476.c,66414.51120376587
4477.c,62914.60990905762
4478.c,65860.74829101562
4479.c,66319.38219070435
4480.c,64470.8514213562
4481.c,65792.66786575317
4482.c,68964.93434906006
4483.c,69340.46745300293
4484.c,65731.48965835571
4485.c,62511.6229057312
4486.c,65083.491802215576
4487.c,67700.02841949463
4488.c,63389.34898376465
4489.c,62722.70679473876
4491.c,64456.43901824951
4492.c,62053.32279205322
4493.c,62959.980964660645
4494.c,71273.00500869751
4495.c,64485.84794998169
4496.c,65296.06580734253
4497.c,62464.36834335327
4498.c,62705.25455474854
4499.c,66466.42684936523
4500.c,67319.63157653809
4501.c,67433.30955505371
4502.c,68703.07922363281
4503.c,68828.70197296143
4504.c,65509.78422164917
4506.c,69974.74431991577
4507.c,68319.39220428467
4508.c,68180.4895401001
4509.c,68440.96183776855
4510.c,69759.63115692139
4511.c,77757.06052780151
4512.c,79899.62100982666
4513.c,70880.83028793335
4514.c,64675.259590148926
4515.c,65197.2770690918
4516.c,63705.98077774048
4518.c,65050.06551742554
4519.c,66763.05532455444
4520.c,71480.38148880005
4521.c,80413.87796401978
4522.c,64274.69253540039
4523.c,64184.89217758179
4524.c,67720.34168243408
4525.c,97001.45721435547
4526.c,67913.53225708008
4527.c,70301.42545700073
4528.c,67941.9755935669
4529.c,67354.21419143677
4530.c,67943.0603981018
4531.c,69613.87395858765
4532.c,71458.41121673584
4533.c,81781.4826965332
4534.c,85050.69017410278
4535.c,71794.92712020874
4536.c,68755.56707382202
4537.c,69498.05021286011
4538.c,67236.53078079224
4539.c,68027.57978439331
4540.c,66883.56399536133
4541.c,67536.77129745483
4542.c,91263.99755477905
4543.c,64756.91795349121
4544.c,64014.27984237671
4545.c,64160.88342666626
4546.c,62533.879280090325
4547.c,67691.11156463623
4548.c,69231.92739486694
4549.c,75118.76821517944
4550.c,75664.97325897217
4551.c,77646.16012573242
4552.c,66408.43152999878
4554.c,71638.2622718811
4555.c,67562.22248077393
4556.c,70191.16878509521
4557.c,66960.72816848755
4558.c,67626.78623199463
4559.c,67107.85627365112
4560.c,95096.58813476562
4561.c,67422.60456085205
4562.c,67301.79786682129
4563.c,69074.2015838623
4564.c,67736.41109466553
4565.c,67946.07639312744
4566.c,65336.60888671875
4567.c,66767.21572875977
4568.c,69570.49369812012
4569.c,68326.22289657593
4570.c,69708.97912979126
4571.c,66527.05669403076
4572.c,71119.51112747192
4573.c,82066.36905670166
4574.c,78450.75130462646
4575.c,68709.43307876587
4576.c,68930.1609992981
4577.c,70960.17599105835
4578.c,68328.1421661377
4579.c,69448.78101348877
4580.c,68537.5452041626
4581.c,69657.38534927368
4582.c,68253.17144393921
4583.c,71130.33533096313
4584.c,77278.62596511841
4585.c,68368.94750595093
4586.c,66217.98276901245
4587.c,72321.43878936768
4588.c,86326.45606994629
4589.c,74024.67727661133
4590.c,71232.28311538696
4591.c,70169.57998275757
4592.c,68993.99757385254
4593.c,66332.6621055603
4594.c,66889.91785049438
4595.c,110518.59855651855
4596.c,68782.5083732605
4597.c,67530.31015396118
4598.c,69567.19160079956
4599.c,68055.4986000061
4600.c,69373.63147735596
4601.c,68616.15180969238
4602.c,65977.68068313599
4603.c,69092.22602844238
4604.c,81329.17881011963
4605.c,81683.07542800903
4606.c,76211.0710144043
4607.c,70977.13947296143
4608.c,69769.12021636963
4609.c,68238.68751525879
4610.c,72592.36574172974
4611.c,66880.27381896973
4612.c,79896.46196365356
4613.c,70433.75968933105
4614.c,96600.60405731201
4615.c,74277.34136581421
4616.c,124289.29805755615
4617.c,68725.06141662598
4618.c,68130.75542449951
4619.c,67474.16257858276
4620.c,74491.0478591919
4621.c,82384.15718078613
4622.c,68021.16632461548
4623.c,67583.46557617188
4624.c,68598.3419418335
4625.c,81489.41993713379
4626.c,67329.68091964722
4627.c,94480.87215423584
4628.c,65484.16614532471
4629.c,65628.89814376831
4630.c,67769.47975158691
4631.c,65803.71856689453
4633.c,81987.50019073486
4634.c,71970.7727432251
4635.c,79549.68214035034
4636.c,81391.63255691528
4637.c,71191.2989616394
4638.c,70623.94618988037
4639.c,74859.59529876709
4640.c,69737.41054534912
4641.c,68773.21004867554
4642.c,68993.96181106567
4643.c,70186.00702285767
4644.c,73989.58206176758
4645.c,70733.65449905396
4646.c,73805.03416061401
4647.c,81435.83536148071
4648.c,63706.82716369629
4649.c,71069.8127746582
4650.c,68550.80127716064
4651.c,67582.54766464233
4652.c,112537.95623779297
4653.c,67715.23952484131
4654.c,62961.86447143555
4655.c,62272.89438247681
4656.c,62681.07891082764
4657.c,63496.02937698365
4658.c,63379.01353836059
4659.c,61867.73777008057
4660.c,63069.0336227417
4661.c,64852.69069671631
4662.c,62759.23252105713
4663.c,64816.16497039795
4664.c,62343.597412109375
4665.c,62653.58924865723
4666.c,61936.938762664795
4667.c,64164.68620300293
4668.c,71808.71963500977
4669.c,62544.44122314454
4670.c,64495.82576751709
4671.c,64805.16195297241
4672.c,77109.7183227539
4673.c,62665.33136367798
4674.c,65845.38221359253
4675.c,65995.44286727905
4676.c,69672.5606918335
4677.c,66225.33798217773
4678.c,65667.66500473022
4679.c,72264.33753967285
4680.c,68055.45091629028
4681.c,66250.1573562622
4682.c,67424.04699325562
4683.c,75096.60720825195
4684.c,75806.87999725342
4685.c,78975.89206695557
4686.c,76949.8348236084
4687.c,67684.87691879272
4688.c,67716.15743637085
4689.c,67024.99389648438
4690.c,71202.70729064941
4691.c,67958.73641967773
4692.c,67131.51931762695
4693.c,67590.45124053955
4694.c,66648.79322052002
4695.c,80908.38193893433
4696.c,107472.50318527222
4697.c,65638.43488693237
4698.c,68294.13175582886
4699.c,68314.528465271
4700.c,104616.0101890564
4701.c,67873.63290786743
4702.c,67096.12607955933
4703.c,68489.89725112915
4704.c,67479.28857803345
4705.c,64770.69854736328
4706.c,67273.70023727417
4707.c,69833.66012573242
4708.c,132175.4813194275
4709.c,69105.74436187744
4710.c,92417.45471954346
4711.c,66135.21575927734
4712.c,67205.66749572754
4713.c,67710.4115486145
4714.c,66113.29317092896
4715.c,65656.98385238647
4716.c,66878.54528427124
4717.c,68022.22728729248
4718.c,66204.54788208008
4719.c,66307.60431289673
4720.c,96583.55712890625
4721.c,69602.2629737854
4722.c,66308.76064300537
4723.c,65460.407733917236
4724.c,68586.24219894409
4725.c,71858.4418296814
4726.c,79991.24526977539
4727.c,78919.52991485596
4728.c,71140.75422286987
4729.c,58955.70516586304
4730.c,68858.39700698853
4731.c,69855.29661178589
4732.c,77760.55335998535
4733.c,69465.85178375244
4734.c,70278.64456176758
4735.c,93107.50961303711
4736.c,80393.67198944092
4737.c,65584.11121368408
4738.c,65645.38478851318
4739.c,70376.21736526489
4740.c,67377.4003982544
4741.c,64280.128479003906
4742.c,69593.51301193237
4743.c,64764.95265960693
4744.c,66770.79200744629
4745.c,70110.57138442993
4746.c,70922.42240905762
4747.c,67798.13766479492
4748.c,74783.79011154175
4749.c,68253.82709503174
4750.c,68620.81289291382
4751.c,67394.57845687866
4752.c,70160.43663024902
4753.c,67618.28660964966
4754.c,63243.2222366333
4755.c,65185.18924713135
4756.c,70323.55070114136
4757.c,64778.47099304199
4758.c,68599.20024871826
4759.c,64605.96323013306
4760.c,70744.2045211792
4761.c,70817.4467086792
4762.c,70376.86109542847
4763.c,69132.51876831055
4764.c,66349.24411773682
4765.c,69423.66361618042
4766.c,67021.69179916382
4767.c,68022.08423614502
4768.c,67281.05545043945
4769.c,67964.83993530273
4770.c,66332.5548171997
4771.c,67698.70519638062
4772.c,67943.72797012329
4773.c,71094.82288360596
4774.c,66767.71640777588
4775.c,67520.5945968628
4776.c,67430.93729019165
4777.c,69873.08263778687
4778.c,69145.44105529785
4779.c,68058.09736251831
4780.c,67299.17526245117
4781.c,68589.05553817749
4782.c,70327.0673751831
4783.c,66323.12536239624
4784.c,67499.56607818604
4785.c,68555.9630393982
4786.c,66066.46776199341
4787.c,68684.43489074707
4788.c,67596.86470031738
4789.c,68782.83023834229
4790.c,68051.30243301392
4791.c,78195.63150405884
4792.c,65964.07890319824
4793.c,66991.30535125732
4794.c,67280.8051109314
4795.c,66191.36333465576
4796.c,68407.91702270508
4797.c,68596.98295593262
4798.c,68539.6671295166
4799.c,74144.76871490479
4800.c,70254.73117828369
4801.c,69122.40982055664
4802.c,68144.61946487427
4803.c,71863.94929885864
4804.c,69094.31219100952
4805.c,66542.56582260132
4806.c,69383.56161117554
4807.c,69770.49112319946
4808.c,66840.49367904663
4809.c,66425.19235610962
4810.c,69215.46459197998
4811.c,68298.19679260254
4812.c,68707.09657669067
4813.c,66736.1855506897
4814.c,74664.47353363037
4815.c,68070.49512863159
4816.c,70140.75517654419
4817.c,66455.7695388794
4818.c,70488.56019973755
4819.c,64696.12121582031
4820.c,63289.1058921814
4822.c,63323.53353500367
4823.c,75741.76788330078
4824.c,68229.41303253174
4825.c,63626.50394439698
4826.c,66770.13635635376
4827.c,67692.89970397949
4828.c,76904.36840057373
4829.c,64944.89908218384
4830.c,67117.6552772522
4831.c,68522.38178253174
4832.c,78894.71054077148
4833.c,68814.81409072876
4834.c,70020.4849243164
4835.c,71226.0365486145
4836.c,82946.12169265747
4837.c,79859.44747924805
4838.c,74789.33334350586
4839.c,81010.15090942383
4840.c,69903.26642990112
4841.c,68952.476978302
4842.c,74931.66923522949
4843.c,72869.20547485352
4844.c,68718.57643127441
4845.c,77831.73322677612
4846.c,63333.57095718384
4847.c,66967.11778640747
4848.c,64651.93033218384
4849.c,104189.50319290161
4850.c,69240.5104637146
4851.c,68574.02324676514
4852.c,75699.8062133789
4853.c,85261.34490966797
4854.c,72838.12761306763
4855.c,66748.51179122925
4856.c,98533.3800315857
4857.c,73265.39754867554
4858.c,75470.60251235962
4859.c,68997.44272232056
4860.c,68905.09128570557
4861.c,66673.83909225464
4862.c,67378.03220748901
4863.c,67640.04230499268
4864.c,67640.39993286133
4866.c,67183.93564224243
4867.c,82960.7605934143
4868.c,67463.25492858887
4869.c,69268.33391189575
4870.c,67842.3285484314
4871.c,67711.98511123657
4872.c,70991.09888076782
4873.c,68930.60207366943
4874.c,68701.38645172119
4875.c,68197.72720336914
4876.c,74056.62536621094
4877.c,65030.13372421265
4878.c,72273.75507354736
4879.c,71615.51713943481
4880.c,70731.12726211548
4881.c,69284.90400314331
4882.c,69230.0796508789
4883.c,75156.8078994751
4884.c,78427.99425125122
4885.c,76029.01458740234
4886.c,68340.76642990112
4887.c,68373.69203567505
4888.c,69550.29964447021
4889.c,69370.30553817749
4890.c,68337.46433258057
4891.c,68418.72930526733
4892.c,66755.7954788208
4893.c,69043.5528755188
4894.c,68528.05614471436
4895.c,67928.19499969482
4896.c,69392.04931259155
4897.c,70073.30656051636
4898.c,67802.46496200562
4899.c,78876.98411941528
4900.c,81761.65819168091
4901.c,67957.30590820312
4902.c,68727.20718383789
4903.c,71647.64404296875
4904.c,67422.62840270996
4905.c,67292.30880737305
4906.c,66552.78205871582
4908.c,84301.05447769165
4909.c,80644.83404159546
4910.c,76365.18478393555
4911.c,67030.70402145386
4912.c,75018.45359802246
4913.c,67172.110080719
4914.c,68726.93300247192
4915.c,70946.46692276001
4916.c,67102.08654403687
4917.c,66810.17875671387
4918.c,66207.95726776123
4919.c,71837.78285980225
4920.c,66874.3371963501
4921.c,67998.70729446411
4922.c,68763.25607299805
4923.c,80441.66564941406
4924.c,77491.7483329773
4925.c,75210.702419281
4926.c,70538.69962692261
4927.c,72962.45098114014
4928.c,69948.0652809143
4929.c,76819.06223297119
4930.c,76927.37579345703
4931.c,67478.9309501648
4932.c,64223.8974571228
4933.c,81788.22994232178
4934.c,71417.35553741455
4935.c,70685.67276000977
4936.c,84922.82629013062
4937.c,66405.41553497314
4938.c,67899.17945861816
4939.c,69472.01490402222
4940.c,69901.00145339966
4941.c,65949.42808151245
4942.c,62265.64645767212
4943.c,60165.82250595093
4944.c,64675.3191947937
4945.c,65031.6596031189
4946.c,68838.89436721802
4947.c,66979.07447814941
4948.c,69127.27355957031
4950.c,66765.35606384277
4952.c,67953.26471328735
4953.c,66490.45944213867
4954.c,71839.28489685059
4955.c,70977.52094268799
4956.c,75954.36573028564
4957.c,73233.93821716309
4958.c,67317.43812561035
4959.c,67244.5297241211
4960.c,84209.4898223877
4961.c,66584.45596694946
4963.c,66748.13032150269
4964.c,68375.36096572876
4965.c,75668.90716552734
4966.c,74481.84490203857
4967.c,76978.85036468506
4968.c,67908.25128555298
4969.c,67912.97197341919
4970.c,67644.01197433472
4971.c,67714.60771560669
4972.c,70688.76028060913
4973.c,68596.12464904785
4974.c,67515.36130905151
4975.c,67669.42739486694
4976.c,68337.73851394653
4977.c,68663.33484649658
4978.c,67735.56470870972
4979.c,68039.3934249878
4980.c,63953.87649536133
4981.c,68645.97797393799
4983.c,67808.5207939148
4984.c,71582.04317092896
4985.c,68139.08815383911
4986.c,66044.12794113159
4987.c,68637.97903060913
4988.c,67862.3914718628
4989.c,68600.40426254272
4990.c,69943.59493255615
4991.c,68017.14897155762
4992.c,68168.6520576477
4993.c,68787.05024719238
4994.c,67503.41653823853
4995.c,70160.05516052246
4996.c,70771.58689498901
4997.c,69798.54106903076
4998.c,69850.30174255371
4999.c,68102.56242752075
5000.c,68918.64538192749
5001.c,66667.44947433472
5002.c,71036.31496429443
5003.c,67217.45729446411
5004.c,67830.9679031372
5005.c,69082.20052719116
5006.c,67829.65660095215
5007.c,70600.30698776245
5008.c,69872.87998199463
5009.c,70068.33553314209
5010.c,70123.08835983276
5011.c,67816.00713729858
5012.c,65913.02156448364
5013.c,67379.31966781616
5014.c,68161.92865371704
5015.c,65047.10912704468
5016.c,65213.41800689697
5017.c,64284.75379943848
5018.c,64521.01469039917
5019.c,68939.36395645142
5020.c,67610.94331741333
5021.c,70487.0343208313
5022.c,71555.2806854248
5023.c,67625.92792510986
5024.c,70274.06692504883
5025.c,67779.13570404053
5026.c,69065.33241271973
5027.c,68559.12208557129
5028.c,63466.60852432251
5029.c,70631.13451004028
5031.c,70718.7294960022
5032.c,69379.18663024902
5033.c,68983.03031921387
5034.c,68517.80414581299
5035.c,67243.64757537842
5036.c,70299.30353164673
5037.c,70209.94424819946
5038.c,89937.98494338989
5039.c,72397.20821380615
5040.c,69414.49642181396
5041.c,70259.13000106812
5042.c,69113.028049469
5043.c,66590.20185470581
5044.c,67182.55281448364
5045.c,68022.1438407898
5046.c,81308.3291053772
5047.c,64456.83240890503
5048.c,61831.85577392578
5049.c,66847.4555015564
5050.c,69247.305393219
5051.c,67510.72406768799
5052.c,70001.86443328857
5053.c,67110.80074310303
5054.c,66243.36242675781
5055.c,67346.2986946106
5056.c,65770.56646347046
5057.c,68385.01691818237
5058.c,67016.37506484985
5059.c,56200.61159133911
5060.c,66697.5736618042
5062.c,67808.94994735718
5063.c,65918.56479644775
5064.c,68798.18439483643
5065.c,69048.42853546143
5066.c,62407.99427032471
5067.c,63201.74932479858
5068.c,62059.91506576538
5069.c,64688.289165496826
5070.c,80278.63502502441
5071.c,64829.7905921936
5072.c,67476.65405273438
5073.c,66687.98923492432
5074.c,67539.50119018555
5075.c,67226.23109817505
5076.c,67056.26249313354
5077.c,64393.92566680908
5078.c,65368.02053451538
5079.c,65453.81546020508
5080.c,61999.714374542236
5081.c,67148.79274368286
5082.c,66602.44464874268
5083.c,65949.83339309692
5084.c,64931.73837661743
5085.c,65144.920349121094
5086.c,68664.58654403687
5087.c,66093.86205673218
5088.c,64717.864990234375
5089.c,60937.57152557373
5090.c,62803.16114425659
5091.c,68067.78907775879
5092.c,69571.67387008667
5093.c,67161.77463531494
5094.c,65764.40334320068
5095.c,61470.210552215576
5096.c,61257.290840148926
5097.c,62403.690814971924
5098.c,75995.3498840332
5099.c,59983.39653015137
5100.c,61755.06114959717
5101.c,66942.94214248657
5102.c,61790.15636444092
5103.c,61389.45817947388
5104.c,66910.54105758667
5105.c,65715.30103683472
5106.c,66451.79986953735
5107.c,65149.04499053955
5108.c,66465.66390991211
5109.c,67230.64184188843
5110.c,64976.78756713867
5111.c,65299.84474182129
